"","x"
"4831",42
"4832",38
"4833",48
"4834",30
"4835",30
"4836",31
"4837",42
"4838",37
"4839",32
"4840",48
"4841",32
"4842",42
"4843",31
"4844",33
"4845",33
"4846",34
"4847",48
"4848",32
"4849",34
"4850",33
"4851",32
"4852",49
"4853",45
"4854",49
"4855",34
"4856",32
"4857",32
"4858",34
"4859",32
"4860",37
"4861",30
"4862",30
"4863",41
"4864",36
"4865",33
"4866",36
"4867",34
"4868",34
"4869",58
"4870",34
"4871",31
"4872",42
"4873",30
"4874",40
"4875",31
"4876",40
"4877",35
"4878",55
"4879",44
"4880",34
"4881",40
"4882",44
"4883",51
"4884",33
"4885",48
"4886",42
"4887",33
"4888",39
"4889",36
"4890",33
"4891",51
"4892",33
"4893",39
"4894",33
"4895",32
"4896",30
"4897",36
"4898",39
"4899",37
"4900",31
"4901",30
"4902",39
"4903",35
"4904",35
"4905",37
"4906",37
"4907",39
"4908",31
"4909",40
"4910",45
"4911",32
"4912",35
"4913",30
"4914",33
"4915",36
"4916",49
"4917",36
"4918",43
"4919",34
"4920",35
"4921",34
"4922",34
"4923",31
"4924",36
"4925",32
"4926",52
"4927",44
"4928",30
"4929",36
"4930",31
"4931",40
"4932",30
"4933",30
"4934",31
"4935",38
"4936",37
"4937",54
"4938",57
"4939",35
"4940",32
"4941",31
"4942",31
"4943",32
"4944",30
"4945",37
"4946",33
"4947",30
"4948",30
"4949",39
"4950",35
"4951",37
"4952",31
"4953",45
"4954",45
"4955",53
"4956",49
"4957",31
"4958",30
"4959",36
"4960",30
"4961",44
"4962",66
"4963",29
"4964",31
"4965",44
"4966",30
"4967",40
"4968",30
"4969",33
"4970",35
"4971",40
"4972",32
"4973",31
"4974",31
"4975",34
"4976",54
"4977",39
"4978",40
"4979",32
"4980",31
"4981",35
"4982",30
"4983",30
"4984",33
"4985",31
"4986",32
"4987",41
"4988",37
"4989",30
"4990",38
"4991",51
"4992",37
"4993",32
"4994",30
"4995",33
"4996",44
"4997",50
"4998",34
"4999",33
"5000",40
"5001",42
"5002",41
"5003",30
"5004",31
"5005",49
"5006",43
"5007",33
"5008",46
"5009",31
"5010",30
"5011",30
"5012",33
"5013",30
"5014",40
"5015",40
"5016",51
"5017",34
"5018",42
"5019",31
"5020",32
"5021",30
"5022",32
"5023",53
"5024",46
"5025",30
"5026",36
"5027",33
"5028",32
"5029",31
"5030",43
"5031",37
"5032",45
"5033",32
"5034",30
"5035",30
"5036",33
"5037",31
"5038",32
"5039",35
"5040",52
"5041",33
"5042",47
"5043",39
"5044",46
"5045",42
"5046",40
"5047",33
"5048",30
"5049",44
"5050",27
"5051",31
"5052",30
"5053",33
"5054",43
"5055",32
"5056",43
"5057",30
"5058",32
"5059",35
"5060",30
"5061",36
"5062",48
"5063",31
"5064",31
"5065",41
"5066",30
"5067",34
"5068",37
"5069",33
"5070",47
"5071",30
"5072",41
"5073",30
"5074",40
"5075",30
"5076",32
"5077",34
"5078",32
"5079",32
"5080",31
"5081",29
"5082",32
"5083",36
"5084",29
"5085",35
"5086",30
"5087",35
"5088",33
"5089",53
"5090",44
"5091",30
"5092",29
"5093",33
"5094",43
"5095",43
"5096",31
"5097",33
"5098",33
"5099",43
"5100",34
"5101",30
"5102",32
"5103",33
"5104",29
"5105",50
"5106",45
"5107",31
"5108",36
"5109",30
"5110",56
"5111",29
"5112",32
"5113",31
"5114",31
"5115",33
"5116",30
"5117",51
"5118",39
"5119",33
"5120",35
"5121",41
"5122",30
"5123",40
"5124",41
"5125",40
"5126",29
"5127",32
"5128",32
"5129",29
"5130",36
"5131",46
"5132",37
"5133",42
"5134",29
"5135",32
"5136",49
"5137",30
"5138",31
"5139",29
"5140",30
"5141",45
"5142",37
"5143",44
"5144",31
"5145",41
"5146",31
"5147",30
"5148",46
"5149",31
"5150",53
"5151",29
"5152",32
"5153",34
"5154",29
"5155",31
"5156",36
"5157",40
"5158",31
"5159",30
"5160",58
"5161",33
"5162",49
"5163",43
"5164",42
"5165",29
"5166",33
"5167",35
"5168",29
"5169",32
"5170",30
"5171",31
"5172",32
"5173",52
"5174",29
"5175",31
"5176",30
"5177",30
"5178",32
"5179",35
"5180",48
"5181",30
"5182",34
"5183",42
"5184",46
"5185",54
"5186",39
"5187",35
"5188",41
"5189",35
"5190",30
"5191",28
"5192",32
"5193",29
"5194",29
"5195",39
"5196",31
"5197",43
"5198",33
"5199",35
"5200",30
"5201",30
"5202",31
"5203",32
"5204",29
"5205",29
"5206",29
"5207",31
"5208",35
"5209",34
"5210",32
"5211",29
"5212",31
"5213",30
"5214",40
"5215",31
"5216",30
"5217",39
"5218",32
"5219",30
"5220",29
"5221",30
"5222",38
"5223",43
"5224",31
"5225",31
"5226",41
"5227",33
"5228",28
"5229",29
"5230",41
"5231",36
"5232",30
"5233",29
"5234",33
"5235",34
"5236",33
"5237",31
"5238",35
"5239",28
"5240",29
"5241",41
"5242",30
"5243",34
"5244",33
"5245",29
"5246",31
"5247",29
"5248",30
"5249",37
"5250",41
"5251",32
"5252",44
"5253",30
"5254",56
"5255",30
"5256",40
"5257",29
"5258",31
"5259",28
"5260",51
"5261",30
"5262",34
"5263",45
"5264",29
"5265",30
"5266",29
"5267",28
"5268",30
"5269",39
"5270",34
"5271",33
"5272",31
"5273",47
"5274",38
"5275",31
"5276",29
"5277",37
"5278",30
"5279",30
"5280",38
"5281",30
"5282",46
"5283",43
"5284",29
"5285",41
"5286",29
"5287",38
"5288",35
"5289",58
"5290",29
"5291",31
"5292",35
"5293",31
"5294",31
"5295",35
"5296",30
"5297",40
"5298",38
"5299",28
"5300",28
"5301",29
"5302",30
"5303",34
"5304",51
"5305",65
"5306",46
"5307",30
"5308",30
"5309",34
"5310",31
"5311",31
"5312",29
"5313",29
"5314",32
"5315",38
"5316",28
"5317",29
"5318",33
"5319",28
"5320",33
"5321",31
"5322",28
"5323",36
"5324",47
"5325",39
"5326",28
"5327",38
"5328",28
"5329",31
"5330",39
"5331",31
"5332",34
"5333",31
"5334",31
"5335",30
"5336",30
"5337",35
"5338",29
"5339",30
"5340",28
"5341",31
"5342",29
"5343",31
"5344",32
"5345",30
"5346",30
"5347",29
"5348",31
"5349",29
"5350",30
"5351",29
"5352",37
"5353",34
"5354",36
"5355",29
"5356",29
"5357",28
"5358",35
"5359",31
"5360",28
"5361",34
"5362",39
"5363",37
"5364",37
"5365",30
"5366",29
"5367",29
"5368",32
"5369",39
"5370",29
"5371",29
"5372",36
"5373",39
"5374",29
"5375",29
"5376",52
"5377",32
"5378",29
"5379",29
"5380",45
"5381",29
"5382",29
"5383",28
"5384",41
"5385",46
"5386",45
"5387",31
"5388",28
"5389",38
"5390",30
"5391",44
"5392",51
"5393",30
"5394",42
"5395",29
"5396",34
"5397",29
"5398",30
"5399",29
"5400",46
"5401",31
"5402",31
"5403",28
"5404",30
"5405",30
"5406",30
"5407",28
"5408",36
"5409",38
"5410",35
"5411",27
"5412",40
"5413",51
"5414",28
"5415",46
"5416",29
"5417",28
"5418",37
"5419",28
"5420",34
"5421",28
"5422",34
"5423",28
"5424",30
"5425",27
"5426",29
"5427",45
"5428",29
"5429",38
"5430",29
"5431",37
"5432",34
"5433",27
"5434",35
"5435",30
"5436",45
"5437",54
"5438",29
"5439",51
"5440",40
"5441",28
"5442",29
"5443",29
"5444",29
"5445",33
"5446",33
"5447",30
"5448",29
"5449",28
"5450",28
"5451",28
"5452",38
"5453",34
"5454",36
"5455",35
"5456",28
"5457",29
"5458",31
"5459",30
"5460",34
"5461",30
"5462",27
"5463",29
"5464",29
"5465",29
"5466",31
"5467",27
"5468",38
"5469",42
"5470",29
"5471",33
"5472",28
"5473",28
"5474",30
"5475",28
"5476",32
"5477",31
"5478",28
"5479",49
"5480",33
"5481",28
"5482",35
"5483",30
"5484",30
"5485",31
"5486",36
"5487",45
"5488",28
"5489",31
"5490",28
"5491",29
"5492",29
"5493",29
"5494",40
"5495",29
"5496",30
"5497",33
"5498",44
"5499",28
"5500",28
"5501",28
"5502",31
"5503",28
"5504",31
"5505",52
"5506",45
"5507",28
"5508",30
"5509",28
"5510",34
"5511",28
"5512",34
"5513",27
"5514",30
"5515",28
"5516",29
"5517",29
"5518",29
"5519",31
"5520",28
"5521",49
"5522",28
"5523",52
"5524",28
"5525",28
"5526",27
"5527",27
"5528",47
"5529",28
"5530",30
"5531",31
"5532",45
"5533",33
"5534",31
"5535",28
"5536",31
"5537",27
"5538",28
"5539",27
"5540",43
"5541",30
"5542",29
"5543",38
"5544",28
"5545",32
"5546",34
"5547",42
"5548",36
"5549",29
"5550",29
"5551",34
"5552",29
"5553",44
"5554",29
"5555",36
"5556",40
"5557",27
"5558",29
"5559",28
"5560",31
"5561",42
"5562",29
"5563",30
"5564",48
"5565",28
"5566",27
"5567",34
"5568",32
"5569",27
"5570",30
"5571",35
"5572",48
"5573",29
"5574",27
"5575",30
"5576",28
"5577",34
"5578",35
"5579",48
"5580",49
"5581",32
"5582",27
"5583",29
"5584",27
"5585",28
"5586",43
"5587",34
"5588",35
"5589",28
"5590",36
"5591",38
"5592",27
"5593",27
"5594",46
"5595",32
"5596",50
"5597",38
"5598",28
"5599",40
"5600",33
"5601",28
"5602",28
"5603",28
"5604",28
"5605",28
"5606",30
"5607",47
"5608",28
"5609",28
"5610",27
"5611",28
"5612",39
"5613",30
"5614",31
"5615",42
"5616",29
"5617",28
"5618",28
"5619",28
"5620",27
"5621",32
"5622",30
"5623",27
"5624",28
"5625",42
"5626",43
"5627",32
"5628",29
"5629",27
"5630",28
"5631",52
"5632",30
"5633",45
"5634",27
"5635",53
"5636",28
"5637",27
"5638",28
"5639",28
"5640",28
"5641",40
"5642",44
"5643",28
"5644",34
"5645",28
"5646",27
"5647",39
"5648",34
"5649",43
"5650",36
"5651",29
"5652",28
"5653",28
"5654",27
"5655",27
"5656",29
"5657",29
"5658",45
"5659",36
"5660",27
"5661",28
"5662",27
"5663",30
"5664",28
"5665",27
"5666",32
"5667",28
"5668",27
"5669",35
"5670",28
"5671",28
"5672",27
"5673",28
"5674",35
"5675",31
"5676",40
"5677",27
"5678",55
"5679",29
"5680",27
"5681",27
"5682",36
"5683",29
"5684",42
"5685",44
"5686",31
"5687",29
"5688",27
"5689",27
"5690",27
"5691",28
"5692",43
"5693",31
"5694",33
"5695",38
"5696",29
"5697",31
"5698",27
"5699",26
"5700",29
"5701",28
"5702",27
"5703",27
"5704",29
"5705",29
"5706",34
"5707",29
"5708",28
"5709",36
"5710",35
"5711",28
"5712",46
"5713",38
"5714",32
"5715",37
"5716",27
"5717",30
"5718",29
"5719",27
"5720",33
"5721",27
"5722",35
"5723",45
"5724",28
"5725",28
"5726",31
"5727",29
"5728",29
"5729",28
"5730",27
"5731",30
"5732",46
"5733",29
"5734",27
"5735",38
"5736",28
"5737",34
"5738",27
"5739",36
"5740",31
"5741",29
"5742",34
"5743",37
"5744",28
"5745",30
"5746",28
"5747",36
"5748",38
"5749",30
"5750",27
"5751",35
"5752",28
"5753",33
"5754",28
"5755",52
"5756",28
"5757",32
"5758",27
"5759",28
"5760",28
"5761",26
"5762",48
"5763",28
"5764",28
"5765",52
"5766",27
"5767",27
"5768",28
"5769",42
"5770",48
"5771",27
"5772",23
"5773",30
"5774",30
"5775",29
"5776",27
"5777",30
"5778",27
"5779",27
"5780",43
"5781",44
"5782",27
"5783",34
"5784",31
"5785",26
"5786",29
"5787",37
"5788",43
"5789",28
"5790",48
"5791",28
"5792",28
"5793",28
"5794",42
"5795",27
"5796",46
"5797",48
"5798",27
"5799",26
"5800",36
"5801",54
"5802",30
"5803",28
"5804",28
"5805",26
"5806",36
"5807",27
"5808",29
"5809",26
"5810",41
"5811",29
"5812",26
"5813",27
"5814",26
"5815",27
"5816",27
"5817",37
"5818",41
"5819",47
"5820",29
"5821",32
"5822",29
"5823",27
"5824",27
"5825",26
"5826",36
"5827",27
"5828",34
"5829",51
"5830",31
"5831",39
"5832",27
"5833",30
"5834",26
"5835",27
"5836",35
"5837",32
"5838",35
"5839",26
"5840",51
"5841",39
"5842",26
"5843",49
"5844",29
"5845",27
"5846",28
"5847",27
"5848",27
"5849",34
"5850",30
"5851",26
"5852",36
"5853",40
"5854",26
"5855",34
"5856",53
"5857",26
"5858",29
"5859",36
"5860",27
"5861",28
"5862",40
"5863",41
"5864",43
"5865",27
"5866",26
"5867",28
"5868",38
"5869",26
"5870",34
"5871",31
"5872",29
"5873",27
"5874",43
"5875",31
"5876",26
"5877",26
"5878",28
"5879",47
"5880",29
"5881",33
"5882",29
"5883",28
"5884",29
"5885",34
"5886",31
"5887",34
"5888",24
"5889",26
"5890",32
"5891",28
"5892",26
"5893",28
"5894",35
"5895",43
"5896",28
"5897",26
"5898",33
"5899",28
"5900",30
"5901",31
"5902",29
"5903",30
"5904",27
"5905",36
"5906",26
"5907",27
"5908",27
"5909",27
"5910",29
"5911",27
"5912",27
"5913",57
"5914",28
"5915",33
"5916",28
"5917",27
"5918",27
"5919",27
"5920",27
"5921",26
"5922",27
"5923",44
"5924",27
"5925",43
"5926",31
"5927",26
"5928",26
"5929",27
"5930",48
"5931",27
"5932",27
"5933",32
"5934",26
"5935",31
"5936",27
"5937",30
"5938",27
"5939",35
"5940",27
"5941",27
"5942",34
"5943",26
"5944",26
"5945",35
"5946",26
"5947",27
"5948",47
"5949",26
"5950",26
"5951",27
"5952",30
"5953",30
"5954",32
"5955",41
"5956",28
"5957",27
"5958",44
"5959",42
"5960",26
"5961",27
"5962",34
"5963",45
"5964",26
"5965",43
"5966",26
"5967",28
"5968",27
"5969",28
"5970",26
"5971",28
"5972",32
"5973",28
"5974",26
"5975",43
"5976",44
"5977",26
"5978",41
"5979",46
"5980",40
"5981",27
"5982",44
"5983",26
"5984",25
"5985",33
"5986",26
"5987",26
"5988",26
"5989",30
"5990",30
"5991",26
"5992",27
"5993",30
"5994",35
"5995",34
"5996",26
"5997",25
"5998",26
"5999",26
"6000",41
"6001",29
"6002",27
"6003",27
"6004",27
"6005",29
"6006",26
"6007",28
"6008",26
"6009",26
"6010",28
"6011",27
"6012",26
"6013",26
"6014",37
"6015",35
"6016",26
"6017",27
"6018",35
"6019",25
"6020",40
"6021",27
"6022",26
"6023",29
"6024",27
"6025",27
"6026",28
"6027",27
"6028",26
"6029",33
"6030",29
"6031",27
"6032",26
"6033",37
"6034",43
"6035",25
"6036",28
"6037",25
"6038",26
"6039",39
"6040",26
"6041",26
"6042",26
"6043",26
"6044",27
"6045",37
"6046",26
"6047",26
"6048",26
"6049",29
"6050",51
"6051",28
"6052",27
"6053",32
"6054",27
"6055",26
"6056",28
"6057",26
"6058",25
"6059",26
"6060",32
"6061",37
"6062",29
"6063",28
"6064",28
"6065",31
"6066",35
"6067",29
"6068",27
"6069",26
"6070",27
"6071",26
"6072",37
"6073",29
"6074",29
"6075",40
"6076",27
"6077",27
"6078",25
"6079",25
"6080",27
"6081",28
"6082",26
"6083",25
"6084",26
"6085",47
"6086",26
"6087",29
"6088",27
"6089",42
"6090",26
"6091",31
"6092",27
"6093",30
"6094",46
"6095",28
"6096",31
"6097",26
"6098",46
"6099",26
"6100",28
"6101",40
"6102",30
"6103",36
"6104",31
"6105",26
"6106",34
"6107",27
"6108",31
"6109",45
"6110",27
"6111",41
"6112",32
"6113",27
"6114",37
"6115",35
"6116",25
"6117",26
"6118",26
"6119",27
"6120",26
"6121",35
"6122",40
"6123",25
"6124",26
"6125",26
"6126",33
"6127",28
"6128",28
"6129",26
"6130",26
"6131",27
"6132",26
"6133",28
"6134",25
"6135",27
"6136",49
"6137",29
"6138",26
"6139",27
"6140",26
"6141",44
"6142",26
"6143",36
"6144",27
"6145",29
"6146",29
"6147",30
"6148",26
"6149",27
"6150",33
"6151",28
"6152",34
"6153",32
"6154",28
"6155",26
"6156",28
"6157",26
"6158",41
"6159",26
"6160",27
"6161",26
"6162",34
"6163",40
"6164",39
"6165",26
"6166",41
"6167",37
"6168",27
"6169",27
"6170",25
"6171",36
"6172",51
"6173",26
"6174",25
"6175",26
"6176",43
"6177",25
"6178",26
"6179",29
"6180",25
"6181",25
"6182",25
"6183",28
"6184",28
"6185",56
"6186",33
"6187",26
"6188",26
"6189",40
"6190",25
"6191",27
"6192",27
"6193",36
"6194",25
"6195",32
"6196",25
"6197",39
"6198",27
"6199",28
"6200",25
"6201",25
"6202",29
"6203",25
"6204",27
"6205",41
"6206",27
"6207",25
"6208",27
"6209",58
"6210",28
"6211",26
"6212",26
"6213",27
"6214",29
"6215",32
"6216",28
"6217",36
"6218",34
"6219",28
"6220",27
"6221",33
"6222",27
"6223",28
"6224",26
"6225",27
"6226",27
"6227",25
"6228",42
"6229",25
"6230",34
"6231",26
"6232",30
"6233",26
"6234",45
"6235",27
"6236",26
"6237",27
"6238",25
"6239",40
"6240",26
"6241",26
"6242",27
"6243",30
"6244",25
"6245",30
"6246",39
"6247",63
"6248",48
"6249",27
"6250",25
"6251",26
"6252",25
"6253",26
"6254",40
"6255",29
"6256",28
"6257",25
"6258",27
"6259",26
"6260",33
"6261",40
"6262",22
"6263",41
"6264",28
"6265",24
"6266",38
"6267",26
"6268",35
"6269",27
"6270",26
"6271",24
"6272",26
"6273",39
"6274",42
"6275",26
"6276",45
"6277",35
"6278",25
"6279",26
"6280",36
"6281",24
"6282",25
"6283",27
"6284",31
"6285",25
"6286",41
"6287",26
"6288",25
"6289",25
"6290",30
"6291",25
"6292",26
"6293",30
"6294",24
"6295",31
"6296",52
"6297",34
"6298",25
"6299",29
"6300",25
"6301",32
"6302",26
"6303",28
"6304",25
"6305",27
"6306",25
"6307",26
"6308",27
"6309",25
"6310",27
"6311",26
"6312",26
"6313",25
"6314",25
"6315",32
"6316",26
"6317",27
"6318",39
"6319",28
"6320",25
"6321",25
"6322",25
"6323",25
"6324",38
"6325",37
"6326",36
"6327",52
"6328",26
"6329",27
"6330",25
"6331",25
"6332",25
"6333",25
"6334",26
"6335",28
"6336",26
"6337",26
"6338",33
"6339",26
"6340",25
"6341",25
"6342",26
"6343",44
"6344",31
"6345",38
"6346",25
"6347",42
"6348",24
"6349",27
"6350",25
"6351",25
"6352",33
"6353",25
"6354",26
"6355",26
"6356",26
"6357",25
"6358",27
"6359",25
"6360",27
"6361",25
"6362",26
"6363",25
"6364",24
"6365",25
"6366",28
"6367",56
"6368",31
"6369",40
"6370",52
"6371",25
"6372",25
"6373",25
"6374",29
"6375",29
"6376",25
"6377",28
"6378",28
"6379",31
"6380",26
"6381",26
"6382",25
"6383",26
"6384",27
"6385",25
"6386",34
"6387",45
"6388",27
"6389",26
"6390",36
"6391",26
"6392",24
"6393",25
"6394",48
"6395",26
"6396",33
"6397",24
"6398",25
"6399",27
"6400",49
"6401",36
"6402",38
"6403",27
"6404",25
"6405",26
"6406",26
"6407",36
"6408",27
"6409",25
"6410",27
"6411",29
"6412",26
"6413",26
"6414",24
"6415",27
"6416",26
"6417",27
"6418",36
"6419",27
"6420",24
"6421",26
"6422",36
"6423",29
"6424",33
"6425",25
"6426",36
"6427",25
"6428",27
"6429",28
"6430",27
"6431",55
"6432",33
"6433",60
"6434",29
"6435",26
"6436",25
"6437",34
"6438",26
"6439",25
"6440",53
"6441",25
"6442",27
"6443",25
"6444",26
"6445",27
"6446",28
"6447",28
"6448",26
"6449",26
"6450",25
"6451",28
"6452",47
"6453",39
"6454",34
"6455",26
"6456",27
"6457",26
"6458",25
"6459",26
"6460",25
"6461",25
"6462",42
"6463",26
"6464",23
"6465",38
"6466",26
"6467",29
"6468",35
"6469",26
"6470",29
"6471",45
"6472",53
"6473",25
"6474",25
"6475",25
"6476",27
"6477",26
"6478",24
"6479",33
"6480",25
"6481",35
"6482",26
"6483",28
"6484",29
"6485",28
"6486",35
"6487",25
"6488",24
"6489",25
"6490",25
"6491",26
"6492",27
"6493",25
"6494",48
"6495",27
"6496",26
"6497",27
"6498",30
"6499",27
"6500",48
"6501",25
"6502",41
"6503",33
"6504",33
"6505",27
"6506",28
"6507",28
"6508",28
"6509",36
"6510",24
"6511",27
"6512",24
"6513",30
"6514",25
"6515",26
"6516",24
"6517",25
"6518",31
"6519",28
"6520",38
"6521",27
"6522",42
"6523",26
"6524",28
"6525",24
"6526",31
"6527",29
"6528",26
"6529",31
"6530",34
"6531",24
"6532",32
"6533",24
"6534",27
"6535",46
"6536",25
"6537",24
"6538",25
"6539",24
"6540",24
"6541",28
"6542",24
"6543",25
"6544",24
"6545",26
"6546",25
"6547",25
"6548",49
"6549",28
"6550",24
"6551",25
"6552",36
"6553",30
"6554",25
"6555",25
"6556",26
"6557",26
"6558",33
"6559",30
"6560",33
"6561",24
"6562",28
"6563",28
"6564",24
"6565",43
"6566",25
"6567",35
"6568",25
"6569",26
"6570",25
"6571",35
"6572",25
"6573",26
"6574",25
"6575",29
"6576",32
"6577",25
"6578",25
"6579",25
"6580",24
"6581",37
"6582",41
"6583",26
"6584",25
"6585",27
"6586",29
"6587",27
"6588",24
"6589",25
"6590",45
"6591",27
"6592",27
"6593",50
"6594",24
"6595",24
"6596",23
"6597",27
"6598",24
"6599",25
"6600",25
"6601",25
"6602",28
"6603",25
"6604",39
"6605",28
"6606",24
"6607",28
"6608",25
"6609",40
"6610",24
"6611",47
"6612",32
"6613",27
"6614",24
"6615",25
"6616",24
"6617",24
"6618",25
"6619",27
"6620",37
"6621",33
"6622",26
"6623",38
"6624",40
"6625",24
"6626",25
"6627",26
"6628",25
"6629",25
"6630",46
"6631",60
"6632",25
"6633",24
"6634",44
"6635",49
"6636",24
"6637",27
"6638",44
"6639",26
"6640",23
"6641",26
"6642",25
"6643",42
"6644",25
"6645",42
"6646",25
"6647",26
"6648",25
"6649",26
"6650",24
"6651",38
"6652",26
"6653",29
"6654",46
"6655",51
"6656",26
"6657",27
"6658",28
"6659",24
"6660",26
"6661",24
"6662",27
"6663",26
"6664",25
"6665",26
"6666",39
"6667",29
"6668",52
"6669",23
"6670",25
"6671",29
"6672",23
"6673",43
"6674",31
"6675",25
"6676",41
"6677",24
"6678",24
"6679",26
"6680",24
"6681",25
"6682",25
"6683",28
"6684",42
"6685",24
"6686",35
"6687",25
"6688",25
"6689",26
"6690",42
"6691",35
"6692",25
"6693",24
"6694",25
"6695",44
"6696",33
"6697",24
"6698",26
"6699",26
"6700",24
"6701",26
"6702",50
"6703",25
"6704",38
"6705",24
"6706",35
"6707",26
"6708",24
"6709",25
"6710",23
"6711",23
"6712",36
"6713",30
"6714",26
"6715",24
"6716",23
"6717",34
"6718",24
"6719",31
"6720",24
"6721",25
"6722",28
"6723",28
"6724",25
"6725",24
"6726",25
"6727",41
"6728",23
"6729",37
"6730",23
"6731",28
"6732",35
"6733",47
"6734",23
"6735",56
"6736",25
"6737",24
"6738",33
"6739",24
"6740",24
"6741",26
"6742",25
"6743",24
"6744",30
"6745",28
"6746",26
"6747",24
"6748",24
"6749",25
"6750",25
"6751",27
"6752",27
"6753",26
"6754",26
"6755",23
"6756",28
"6757",25
"6758",30
"6759",63
"6760",24
"6761",25
"6762",27
"6763",26
"6764",48
"6765",24
"6766",27
"6767",24
"6768",25
"6769",44
"6770",28
"6771",25
"6772",24
"6773",24
"6774",34
"6775",27
"6776",25
"6777",39
"6778",24
"6779",38
"6780",24
"6781",25
"6782",26
"6783",30
"6784",26
"6785",27
"6786",24
"6787",23
"6788",31
"6789",30
"6790",27
"6791",44
"6792",25
"6793",39
"6794",28
"6795",36
"6796",24
"6797",25
"6798",29
"6799",42
"6800",29
"6801",25
"6802",26
"6803",34
"6804",24
"6805",26
"6806",22
"6807",35
"6808",25
"6809",40
"6810",23
"6811",25
"6812",42
"6813",23
"6814",36
"6815",42
"6816",47
"6817",31
"6818",24
"6819",34
"6820",24
"6821",25
"6822",25
"6823",24
"6824",25
"6825",24
"6826",25
"6827",24
"6828",24
"6829",23
"6830",25
"6831",40
"6832",26
"6833",24
"6834",29
"6835",35
"6836",23
"6837",25
"6838",24
"6839",29
"6840",24
"6841",24
"6842",47
"6843",28
"6844",27
"6845",35
"6846",24
"6847",24
"6848",24
"6849",33
"6850",25
"6851",23
"6852",23
"6853",26
"6854",23
"6855",24
"6856",24
"6857",45
"6858",26
"6859",25
"6860",24
"6861",26
"6862",24
"6863",26
"6864",32
"6865",25
"6866",26
"6867",25
"6868",25
"6869",29
"6870",24
"6871",39
"6872",44
"6873",38
"6874",19
"6875",26
"6876",27
"6877",32
"6878",25
"6879",23
"6880",28
"6881",31
"6882",24
"6883",39
"6884",27
"6885",30
"6886",23
"6887",24
"6888",35
"6889",26
"6890",23
"6891",24
"6892",37
"6893",28
"6894",41
"6895",26
"6896",24
"6897",24
"6898",35
"6899",25
"6900",26
"6901",54
"6902",23
"6903",27
"6904",27
"6905",25
"6906",35
"6907",24
"6908",30
"6909",26
"6910",43
"6911",23
"6912",28
"6913",24
"6914",31
"6915",25
"6916",23
"6917",23
"6918",23
"6919",36
"6920",37
"6921",23
"6922",23
"6923",23
"6924",26
"6925",22
"6926",24
"6927",38
"6928",27
"6929",25
"6930",24
"6931",37
"6932",23
"6933",28
"6934",31
"6935",25
"6936",29
"6937",24
"6938",22
"6939",25
"6940",41
"6941",40
"6942",24
"6943",24
"6944",31
"6945",26
"6946",24
"6947",42
"6948",23
"6949",36
"6950",25
"6951",24
"6952",24
"6953",23
"6954",23
"6955",27
"6956",37
"6957",42
"6958",24
"6959",24
"6960",24
"6961",38
"6962",23
"6963",26
"6964",23
"6965",24
"6966",44
"6967",27
"6968",26
"6969",29
"6970",25
"6971",30
"6972",34
"6973",40
"6974",35
"6975",33
"6976",23
"6977",27
"6978",29
"6979",23
"6980",32
"6981",23
"6982",41
"6983",28
"6984",27
"6985",23
"6986",26
"6987",40
"6988",25
"6989",25
"6990",46
"6991",25
"6992",24
"6993",28
"6994",24
"6995",23
"6996",25
"6997",25
"6998",23
"6999",25
"7000",24
"7001",23
"7002",41
"7003",29
"7004",23
"7005",24
"7006",24
"7007",25
"7008",23
"7009",23
"7010",29
"7011",29
"7012",23
"7013",36
"7014",25
"7015",42
"7016",24
"7017",26
"7018",35
"7019",36
"7020",63
"7021",24
"7022",41
"7023",33
"7024",45
"7025",23
"7026",23
"7027",23
"7028",26
"7029",24
"7030",24
"7031",24
"7032",31
"7033",24
"7034",32
"7035",26
"7036",24
"7037",29
"7038",22
"7039",25
"7040",24
"7041",43
"7042",23
"7043",27
"7044",24
"7045",23
"7046",25
"7047",22
"7048",23
"7049",28
"7050",23
"7051",25
"7052",29
"7053",24
"7054",23
"7055",24
"7056",23
"7057",23
"7058",43
"7059",25
"7060",23
"7061",39
"7062",23
"7063",28
"7064",30
"7065",35
"7066",23
"7067",22
"7068",27
"7069",37
"7070",25
"7071",26
"7072",36
"7073",24
"7074",27
"7075",26
"7076",24
"7077",23
"7078",23
"7079",24
"7080",42
"7081",22
"7082",24
"7083",23
"7084",44
"7085",43
"7086",23
"7087",39
"7088",24
"7089",25
"7090",32
"7091",25
"7092",31
"7093",25
"7094",26
"7095",23
"7096",25
"7097",25
"7098",22
"7099",22
"7100",23
"7101",23
"7102",22
"7103",26
"7104",31
"7105",27
"7106",27
"7107",38
"7108",25
"7109",25
"7110",23
"7111",25
"7112",22
"7113",42
"7114",24
"7115",51
"7116",45
"7117",45
"7118",41
"7119",50
"7120",25
"7121",22
"7122",24
"7123",25
"7124",27
"7125",30
"7126",25
"7127",23
"7128",23
"7129",41
"7130",26
"7131",29
"7132",23
"7133",26
"7134",34
"7135",24
"7136",22
"7137",27
"7138",25
"7139",32
"7140",25
"7141",27
"7142",23
"7143",41
"7144",43
"7145",38
"7146",23
"7147",41
"7148",26
"7149",22
"7150",23
"7151",47
"7152",25
"7153",40
"7154",23
"7155",23
"7156",24
"7157",26
"7158",22
"7159",25
"7160",36
"7161",23
"7162",39
